Table Size x Number of Elements,10000,20000,100000,500000,1000000
1000000,9718,19713,99708,499704,999702
100000,9718,19713,99708,499704,999702
10000,9718,19713,99708,499704,999702
1000,9718,19713,99708,499704,999702
100,9900,19900,99900,499900,999900
